timestamp,bucket_values
2021-06-12T07:32:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.018, 0.05, 0.044, 0.051, 0.103, 0.122, 0.115, 0.118, 0.11, 0.095, 0.063, 0.043, 0.031, 0.017, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-13T09:24:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.003, 0.005, 0.01, 0.03, 0.041, 0.074, 0.121, 0.175, 0.175, 0.145, 0.102, 0.066, 0.03, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-15T08:36:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.009, 0.041, 0.094, 0.122, 0.128, 0.116, 0.098, 0.089, 0.083, 0.071, 0.055, 0.044, 0.022, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-16T08:58:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.027, 0.159, 0.147, 0.155, 0.172, 0.134, 0.074, 0.042, 0.028, 0.026, 0.018, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-17T08:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.012, 0.039, 0.055, 0.093, 0.103, 0.127, 0.143, 0.133, 0.121, 0.091, 0.05, 0.017, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-18T07:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.007, 0.01, 0.011, 0.031, 0.073, 0.118, 0.168, 0.19, 0.177, 0.112, 0.057, 0.023, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-19T08:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.012, 0.026, 0.057, 0.146, 0.211, 0.187, 0.133, 0.092, 0.06, 0.034, 0.017, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-20T10:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.01, 0.063, 0.135, 0.097, 0.093, 0.119, 0.129, 0.115, 0.088, 0.061, 0.039, 0.026, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-21T07:30:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.011, 0.014, 0.018, 0.027, 0.053, 0.113, 0.169, 0.164, 0.139, 0.11, 0.08, 0.049, 0.027, 0.013, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-22T07:33:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.012, 0.022, 0.036, 0.069, 0.119, 0.146, 0.149, 0.137, 0.127, 0.093, 0.05, 0.02, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-23T07:38:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.055, 0.113, 0.098, 0.058, 0.084, 0.154, 0.164, 0.124, 0.08, 0.038, 0.013, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-24T08:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.005, 0.01, 0.013, 0.018, 0.038, 0.096, 0.194, 0.243, 0.196, 0.106, 0.045, 0.015, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-25T08:42:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.006, 0.009, 0.01, 0.012, 0.023, 0.064, 0.125, 0.192, 0.201, 0.164, 0.102, 0.052, 0.019, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-06-27T08:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.007, 0.013, 0.033, 0.041, 0.065, 0.104, 0.163, 0.188, 0.155, 0.106, 0.062, 0.032, 0.014, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-28T08:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.008, 0.012, 0.022, 0.046, 0.098, 0.124, 0.125, 0.124, 0.133, 0.128, 0.096, 0.046, 0.016, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-29T07:45:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.013, 0.028, 0.056, 0.212, 0.279, 0.178, 0.104, 0.062, 0.033, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-06-30T08:48:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.017, 0.059, 0.096, 0.197, 0.172, 0.144, 0.104, 0.07, 0.049, 0.038, 0.024, 0.013, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
