timestamp,bucket_values
2021-05-11T07:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.004, 0.008, 0.015, 0.013, 0.025, 0.048, 0.083, 0.119, 0.17, 0.178, 0.159, 0.09, 0.047, 0.024, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-12T07:29:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.002, 0.009, 0.01, 0.01, 0.016, 0.02, 0.038, 0.099, 0.159, 0.213, 0.192, 0.12, 0.061, 0.027, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-05-13T09:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.004, 0.007, 0.009, 0.013, 0.028, 0.061, 0.101, 0.15, 0.185, 0.199, 0.137, 0.057, 0.024, 0.011, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-14T08:42:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.004, 0.006, 0.004, 0.01, 0.014, 0.016, 0.05, 0.085, 0.119, 0.149, 0.166, 0.173, 0.119, 0.053, 0.021, 0.005, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-15T10:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.007, 0.019, 0.063, 0.073, 0.153, 0.214, 0.179, 0.128, 0.083, 0.046, 0.017, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-16T09:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.004, 0.005, 0.006, 0.01, 0.015, 0.038, 0.099, 0.162, 0.204, 0.202, 0.138, 0.071, 0.027, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-17T07:45:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.011, 0.023, 0.032, 0.053, 0.09, 0.11, 0.098, 0.105, 0.126, 0.127, 0.094, 0.055, 0.034, 0.02, 0.009, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-18T07:44:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.007, 0.007, 0.011, 0.024, 0.053, 0.073, 0.085, 0.094, 0.11, 0.131, 0.141, 0.106, 0.074, 0.042, 0.023, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-19T07:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.005, 0.012, 0.011, 0.016, 0.029, 0.061, 0.117, 0.167, 0.19, 0.185, 0.117, 0.051, 0.021, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-20T07:29:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.007, 0.017, 0.032, 0.054, 0.089, 0.115, 0.12, 0.121, 0.123, 0.125, 0.099, 0.047, 0.025, 0.011, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-21T07:23:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.006, 0.01, 0.017, 0.045, 0.088, 0.108, 0.116, 0.122, 0.136, 0.132, 0.102, 0.061, 0.029, 0.012, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-22T08:55:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.005, 0.008, 0.022, 0.085, 0.187, 0.204, 0.169, 0.12, 0.084, 0.056, 0.031, 0.014, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-23T09:14:30,"[0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.003, 0.003, 0.006, 0.007, 0.008, 0.012, 0.021, 0.049, 0.104, 0.157, 0.187, 0.177, 0.13, 0.076, 0.036, 0.013, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-24T11:40:30,"[0.0, 0.0, 0.0, 0.0, 0.004, 0.002, 0.001, 0.002, 0.006, 0.008, 0.009, 0.02, 0.079, 0.169, 0.212, 0.191, 0.161, 0.1, 0.028, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-25T07:38:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.005, 0.01, 0.011, 0.016, 0.028, 0.057, 0.08, 0.106, 0.145, 0.161, 0.154, 0.111, 0.063, 0.028, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2021-05-26T07:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.006, 0.009, 0.017, 0.035, 0.084, 0.131, 0.159, 0.154, 0.136, 0.107, 0.072, 0.043, 0.022, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-27T07:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.007, 0.005, 0.008, 0.035, 0.074, 0.104, 0.116, 0.111, 0.109, 0.112, 0.112, 0.094, 0.057, 0.028, 0.014, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-28T07:28:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.003, 0.005, 0.006, 0.008, 0.012, 0.025, 0.057, 0.127, 0.205, 0.224, 0.16, 0.089, 0.045, 0.018, 0.008, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-29T07:24:30,"[0.0, 0.0, 0.0, 0.001, 0.01, 0.024, 0.177, 0.372, 0.259, 0.102, 0.037, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-30T08:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.005, 0.008, 0.01, 0.036, 0.065, 0.121, 0.17, 0.161, 0.134, 0.112, 0.084, 0.051, 0.023, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-31T06:24:30,"[0.0, 0.0, 0.0, 0.0, 0.014, 0.036, 0.085, 0.234, 0.266, 0.195, 0.1, 0.044, 0.018, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
